activity_id,employee_id,date,activity_name,wellness_dimension,participation_status,effort_level,individual_score,streak_days,wellness_engagement_score,burnout_risk,reward_points,reward_earned
ACT004406,EMP134,28-02-2025,Hydration Tracking,Physical,Completed,Medium,26,23,75.4,24.6,72,Trip Ticket / Cash Prize
ACT004407,EMP137,28-02-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,13,61.6,38.4,46,Gym Membership
ACT004408,EMP139,28-02-2025,Hydration Tracking,Physical,Completed,Low,20,0,46,54,20,Gift Voucher
ACT004409,EMP143,28-02-2025,Gratitude Practice,Emotional,Completed,Medium,19.5,20,69.8,30.2,59.5,Trip Ticket / Cash Prize
ACT004410,EMP147,28-02-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,15,64,36,50,Gym Membership
ACT004411,EMP148,28-02-2025,Guided Meditation,Mental,Completed,Low,20,25,76,24,70,Trip Ticket / Cash Prize
ACT004412,EMP149,28-02-2025,Gratitude Practice,Emotional,Completed,Low,15,21,69.7,30.3,57,Trip Ticket / Cash Prize
ACT004413,EMP149,28-02-2025,Screen-Free Break,Work-Life,Completed,Low,15,22,70.9,29.1,59,Trip Ticket / Cash Prize
ACT004414,EMP150,28-02-2025,Gratitude Practice,Emotional,Completed,Medium,19.5,23,73.4,26.6,65.5,Trip Ticket / Cash Prize
ACT004415,EMP151,28-02-2025,Reflection Journaling,Mental,Completed,Medium,26,23,75.4,24.6,72,Trip Ticket / Cash Prize
ACT004416,EMP154,28-02-2025,Guided Meditation,Mental,Completed,High,32,15,67.6,32.4,62,Trip Ticket / Cash Prize
ACT004417,EMP156,28-02-2025,Ergonomic Stretch Break,Physical,Completed,Medium,26,2,50.2,49.8,30,Wellness Kit
ACT004418,EMP157,28-02-2025,Hydration Tracking,Physical,Completed,High,32,19,72.4,27.6,70,Trip Ticket / Cash Prize
ACT004419,EMP158,28-02-2025,Mindfulness Session,Mental,Skipped,High,0,18,21.6,78.4,36,Extra Leave Day
ACT004420,EMP159,28-02-2025,Reflection Journaling,Mental,Skipped,Low,0,15,18,82,30,Wellness Kit
ACT004421,EMP161,28-02-2025,Breathing Break,Mental,Completed,Low,20,13,61.6,38.4,46,Gym Membership
ACT004422,EMP163,28-02-2025,Gratitude Practice,Emotional,Completed,Medium,19.5,17,66.2,33.8,53.5,Trip Ticket / Cash Prize
ACT004423,EMP168,28-02-2025,Screen-Free Break,Work-Life,Completed,Low,15,11,57.7,42.3,37,Extra Leave Day
ACT004424,EMP171,28-02-2025,Screen-Free Break,Work-Life,Skipped,Low,0,19,22.8,77.2,38,Extra Leave Day
ACT004425,EMP172,28-02-2025,Guided Meditation,Mental,Completed,Medium,26,20,71.8,28.2,66,Trip Ticket / Cash Prize
ACT004426,EMP174,28-02-2025,Breathing Break,Mental,Skipped,Medium,0,1,1.2,98.8,2,Gift Voucher
ACT004427,EMP175,28-02-2025,Reflection Journaling,Mental,Completed,Low,20,18,67.6,32.4,56,Trip Ticket / Cash Prize
ACT004428,EMP177,28-02-2025,Guided Meditation,Mental,Completed,Low,20,9,56.8,43.2,38,Extra Leave Day
ACT004429,EMP178,28-02-2025,Mindfulness Session,Mental,Skipped,Medium,0,14,16.8,83.2,28,Wellness Kit
ACT004430,EMP181,28-02-2025,Creative Wellness Workshop,Creative,Skipped,Low,0,8,9.6,90.4,16,Gift Voucher
ACT004431,EMP183,28-02-2025,Creative Wellness Workshop,Creative,Completed,Low,10,20,67,33,50,Gym Membership
ACT004432,EMP185,28-02-2025,Walking Break,Physical,Completed,Low,20,11,59.2,40.8,42,Gym Membership
ACT004433,EMP190,28-02-2025,Creative Wellness Workshop,Creative,Skipped,High,0,23,27.6,72.4,46,Gym Membership
ACT004434,EMP191,28-02-2025,Creative Wellness Workshop,Creative,Completed,Low,10,16,62.2,37.8,42,Gym Membership
ACT004435,EMP195,28-02-2025,Walking Break,Physical,Completed,Low,20,23,73.6,26.4,66,Trip Ticket / Cash Prize
ACT004436,EMP196,28-02-2025,Mindfulness Session,Mental,Completed,Low,20,2,48.4,51.6,24,Wellness Kit
ACT004437,EMP198,28-02-2025,Breathing Break,Mental,Completed,Low,20,2,48.4,51.6,24,Wellness Kit
ACT004438,EMP199,28-02-2025,Screen-Free Break,Work-Life,Completed,Low,15,19,67.3,32.7,53,Trip Ticket / Cash Prize
ACT004439,EMP202,28-02-2025,Mindfulness Session,Mental,Completed,Low,20,5,52,48,30,Wellness Kit
ACT004440,EMP207,28-02-2025,Walking Break,Physical,Completed,High,32,0,49.6,50.4,32,Extra Leave Day
ACT004441,EMP210,28-02-2025,Screen-Free Break,Work-Life,Skipped,Low,0,21,25.2,74.8,42,Gym Membership
ACT004442,EMP211,28-02-2025,Walking Break,Physical,Skipped,Medium,0,6,7.2,92.8,12,Gift Voucher
ACT004443,EMP212,28-02-2025,Gratitude Practice,Emotional,Completed,Low,15,4,49.3,50.7,23,Wellness Kit
ACT004444,EMP216,28-02-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,18,67.6,32.4,56,Trip Ticket / Cash Prize
ACT004445,EMP217,28-02-2025,Gratitude Practice,Emotional,Skipped,Low,0,14,16.8,83.2,28,Wellness Kit
ACT004446,EMP218,28-02-2025,Reflection Journaling,Mental,Completed,Low,20,11,59.2,40.8,42,Gym Membership
ACT004447,EMP219,28-02-2025,Screen-Free Break,Work-Life,Completed,Low,15,14,61.3,38.7,43,Gym Membership
ACT004448,EMP221,28-02-2025,Creative Wellness Workshop,Creative,Completed,Medium,13,0,43.9,56.1,13,Gift Voucher
ACT004449,EMP222,28-02-2025,Gratitude Practice,Emotional,Skipped,High,0,10,12,88,20,Gift Voucher
ACT004450,EMP223,28-02-2025,Mindfulness Session,Mental,Skipped,Low,0,10,12,88,20,Gift Voucher
ACT004451,EMP228,28-02-2025,Creative Wellness Workshop,Creative,Completed,Low,10,19,65.8,34.2,48,Gym Membership
ACT004452,EMP230,28-02-2025,Reflection Journaling,Mental,Completed,High,32,2,52,48,36,Extra Leave Day
ACT004453,EMP231,28-02-2025,Hydration Tracking,Physical,Completed,Low,20,21,71.2,28.8,62,Trip Ticket / Cash Prize
ACT004454,EMP233,28-02-2025,Mindfulness Session,Mental,Completed,High,32,1,50.8,49.2,34,Extra Leave Day
ACT004455,EMP236,28-02-2025,Screen-Free Break,Work-Life,Completed,Low,15,10,56.5,43.5,35,Extra Leave Day
ACT004456,EMP238,28-02-2025,Screen-Free Break,Work-Life,Skipped,Low,0,4,4.8,95.2,8,Gift Voucher
ACT004457,EMP239,28-02-2025,Creative Wellness Workshop,Creative,Completed,High,16,25,74.8,25.2,66,Trip Ticket / Cash Prize
ACT004458,EMP242,28-02-2025,Gratitude Practice,Emotional,Skipped,High,0,20,24,76,40,Extra Leave Day
ACT004459,EMP243,28-02-2025,Walking Break,Physical,Skipped,Medium,0,11,13.2,86.8,22,Wellness Kit
ACT004460,EMP244,28-02-2025,Breathing Break,Mental,Skipped,Medium,0,3,3.6,96.4,6,Gift Voucher
ACT004461,EMP245,28-02-2025,Mindfulness Session,Mental,Completed,Low,20,25,76,24,70,Trip Ticket / Cash Prize
ACT004462,EMP246,28-02-2025,Reflection Journaling,Mental,Skipped,Medium,0,21,25.2,74.8,42,Gym Membership
ACT004463,EMP248,28-02-2025,Reflection Journaling,Mental,Completed,Low,20,15,64,36,50,Gym Membership
ACT004464,EMP006,01-03-2025,Reflection Journaling,Mental,Skipped,High,0,6,7.2,92.8,12,Gift Voucher
ACT004465,EMP007,01-03-2025,Walking Break,Physical,Completed,Medium,26,20,71.8,28.2,66,Trip Ticket / Cash Prize
ACT004466,EMP010,01-03-2025,Reflection Journaling,Mental,Completed,High,32,1,50.8,49.2,34,Extra Leave Day
ACT004467,EMP013,01-03-2025,Walking Break,Physical,Completed,Low,20,4,50.8,49.2,28,Wellness Kit
ACT004468,EMP017,01-03-2025,Gratitude Practice,Emotional,Completed,Medium,19.5,2,48.2,51.8,23.5,Wellness Kit
ACT004469,EMP018,01-03-2025,Gratitude Practice,Emotional,Skipped,Low,0,22,26.4,73.6,44,Gym Membership
ACT004470,EMP018,01-03-2025,Creative Wellness Workshop,Creative,Completed,Low,10,21,68.2,31.8,52,Trip Ticket / Cash Prize
ACT004471,EMP024,01-03-2025,Breathing Break,Mental,Completed,High,32,10,61.6,38.4,52,Trip Ticket / Cash Prize
ACT004472,EMP026,01-03-2025,Hydration Tracking,Physical,Completed,Low,20,20,70,30,60,Trip Ticket / Cash Prize
ACT004473,EMP027,01-03-2025,Walking Break,Physical,Completed,Medium,26,0,47.8,52.2,26,Wellness Kit
ACT004474,EMP034,01-03-2025,Walking Break,Physical,Completed,Low,20,15,64,36,50,Gym Membership
ACT004475,EMP035,01-03-2025,Guided Meditation,Mental,Completed,Low,20,22,72.4,27.6,64,Trip Ticket / Cash Prize
ACT004476,EMP038,01-03-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,21,71.2,28.8,62,Trip Ticket / Cash Prize
ACT004477,EMP039,01-03-2025,Walking Break,Physical,Completed,Low,20,1,47.2,52.8,22,Wellness Kit
ACT004478,EMP045,01-03-2025,Hydration Tracking,Physical,Completed,Medium,26,24,76.6,23.4,74,Trip Ticket / Cash Prize
ACT004479,EMP048,01-03-2025,Guided Meditation,Mental,Completed,Low,20,25,76,24,70,Trip Ticket / Cash Prize
ACT004480,EMP051,01-03-2025,Walking Break,Physical,Completed,Low,20,0,46,54,20,Gift Voucher
ACT004481,EMP055,01-03-2025,Hydration Tracking,Physical,Completed,High,32,5,55.6,44.4,42,Gym Membership
ACT004482,EMP056,01-03-2025,Guided Meditation,Mental,Completed,Medium,26,25,77.8,22.2,76,Trip Ticket / Cash Prize
ACT004483,EMP059,01-03-2025,Mindfulness Session,Mental,Completed,Medium,26,12,62.2,37.8,50,Gym Membership
ACT004484,EMP060,01-03-2025,Guided Meditation,Mental,Completed,Medium,26,12,62.2,37.8,50,Gym Membership
ACT004485,EMP067,01-03-2025,Reflection Journaling,Mental,Completed,Medium,26,15,65.8,34.2,56,Trip Ticket / Cash Prize
ACT004486,EMP069,01-03-2025,Mindfulness Session,Mental,Completed,Medium,26,22,74.2,25.8,70,Trip Ticket / Cash Prize
ACT004487,EMP072,01-03-2025,Hydration Tracking,Physical,Completed,Low,20,14,62.8,37.2,48,Gym Membership
ACT004488,EMP074,01-03-2025,Creative Wellness Workshop,Creative,Completed,Medium,13,14,60.7,39.3,41,Gym Membership
ACT004489,EMP075,01-03-2025,Ergonomic Stretch Break,Physical,Skipped,High,0,8,9.6,90.4,16,Gift Voucher
ACT004490,EMP077,01-03-2025,Creative Wellness Workshop,Creative,Completed,High,16,24,73.6,26.4,64,Trip Ticket / Cash Prize
ACT004491,EMP079,01-03-2025,Hydration Tracking,Physical,Completed,Low,20,0,46,54,20,Gift Voucher
ACT004492,EMP080,01-03-2025,Ergonomic Stretch Break,Physical,Completed,Medium,26,9,58.6,41.4,44,Gym Membership
ACT004493,EMP082,01-03-2025,Walking Break,Physical,Completed,Medium,26,13,63.4,36.6,52,Trip Ticket / Cash Prize
ACT004494,EMP085,01-03-2025,Guided Meditation,Mental,Completed,Low,20,12,60.4,39.6,44,Gym Membership
ACT004495,EMP088,01-03-2025,Hydration Tracking,Physical,Skipped,Medium,0,0,0,100,0,None
ACT004496,EMP092,01-03-2025,Screen-Free Break,Work-Life,Completed,Low,15,24,73.3,26.7,63,Trip Ticket / Cash Prize
ACT004497,EMP097,01-03-2025,Reflection Journaling,Mental,Completed,Low,20,17,66.4,33.6,54,Trip Ticket / Cash Prize
ACT004498,EMP099,01-03-2025,Screen-Free Break,Work-Life,Completed,High,24,16,66.4,33.6,56,Trip Ticket / Cash Prize
ACT004499,EMP101,01-03-2025,Hydration Tracking,Physical,Completed,Low,20,16,65.2,34.8,52,Trip Ticket / Cash Prize
ACT004500,EMP102,01-03-2025,Gratitude Practice,Emotional,Completed,Low,15,1,45.7,54.3,17,Gift Voucher
ACT004501,EMP104,01-03-2025,Screen-Free Break,Work-Life,Skipped,Low,0,11,13.2,86.8,22,Wellness Kit
ACT004502,EMP105,01-03-2025,Gratitude Practice,Emotional,Completed,Medium,19.5,1,47.1,52.9,21.5,Wellness Kit
ACT004503,EMP106,01-03-2025,Guided Meditation,Mental,Skipped,Low,0,16,19.2,80.8,32,Extra Leave Day
ACT004504,EMP112,01-03-2025,Walking Break,Physical,Skipped,Low,0,2,2.4,97.6,4,Gift Voucher
ACT004505,EMP113,01-03-2025,Mindfulness Session,Mental,Completed,Medium,26,5,53.8,46.2,36,Extra Leave Day
ACT004506,EMP116,01-03-2025,Screen-Free Break,Work-Life,Skipped,Low,0,7,8.4,91.6,14,Gift Voucher
ACT004507,EMP120,01-03-2025,Mindfulness Session,Mental,Completed,Low,20,17,66.4,33.6,54,Trip Ticket / Cash Prize
ACT004508,EMP120,01-03-2025,Breathing Break,Mental,Completed,Low,20,9,56.8,43.2,38,Extra Leave Day
ACT004509,EMP122,01-03-2025,Creative Wellness Workshop,Creative,Skipped,Low,0,23,27.6,72.4,46,Gym Membership
ACT004510,EMP124,01-03-2025,Walking Break,Physical,Completed,Low,20,1,47.2,52.8,22,Wellness Kit
ACT004511,EMP127,01-03-2025,Screen-Free Break,Work-Life,Completed,Medium,19.5,25,75.8,24.2,69.5,Trip Ticket / Cash Prize
ACT004512,EMP128,01-03-2025,Mindfulness Session,Mental,Completed,Low,20,16,65.2,34.8,52,Trip Ticket / Cash Prize
ACT004513,EMP130,01-03-2025,Hydration Tracking,Physical,Completed,Low,20,2,48.4,51.6,24,Wellness Kit
ACT004514,EMP131,01-03-2025,Walking Break,Physical,Completed,Medium,26,16,67,33,58,Trip Ticket / Cash Prize
ACT004515,EMP135,01-03-2025,Walking Break,Physical,Skipped,Low,0,25,30,70,50,Gym Membership
ACT004516,EMP138,01-03-2025,Walking Break,Physical,Skipped,Medium,0,9,10.8,89.2,18,Gift Voucher
ACT004517,EMP143,01-03-2025,Creative Wellness Workshop,Creative,Completed,Medium,13,19,66.7,33.3,51,Trip Ticket / Cash Prize
ACT004518,EMP144,01-03-2025,Guided Meditation,Mental,Completed,Medium,26,25,77.8,22.2,76,Trip Ticket / Cash Prize
ACT004519,EMP146,01-03-2025,Walking Break,Physical,Skipped,Medium,0,1,1.2,98.8,2,Gift Voucher
ACT004520,EMP149,01-03-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,23,73.6,26.4,66,Trip Ticket / Cash Prize
ACT004521,EMP156,01-03-2025,Walking Break,Physical,Skipped,Medium,0,25,30,70,50,Gym Membership
ACT004522,EMP159,01-03-2025,Hydration Tracking,Physical,Completed,Low,20,24,74.8,25.2,68,Trip Ticket / Cash Prize
ACT004523,EMP162,01-03-2025,Creative Wellness Workshop,Creative,Completed,Low,10,1,44.2,55.8,12,Gift Voucher
ACT004524,EMP169,01-03-2025,Ergonomic Stretch Break,Physical,Completed,Medium,26,25,77.8,22.2,76,Trip Ticket / Cash Prize
ACT004525,EMP170,01-03-2025,Gratitude Practice,Emotional,Skipped,Low,0,8,9.6,90.4,16,Gift Voucher
ACT004526,EMP173,01-03-2025,Hydration Tracking,Physical,Completed,Medium,26,7,56.2,43.8,40,Extra Leave Day
ACT004527,EMP183,01-03-2025,Screen-Free Break,Work-Life,Skipped,Low,0,22,26.4,73.6,44,Gym Membership
ACT004528,EMP185,01-03-2025,Creative Wellness Workshop,Creative,Completed,Low,10,2,45.4,54.6,14,Gift Voucher
ACT004529,EMP186,01-03-2025,Gratitude Practice,Emotional,Completed,Medium,19.5,15,63.9,36.1,49.5,Gym Membership
ACT004530,EMP193,01-03-2025,Creative Wellness Workshop,Creative,Completed,Low,10,23,70.6,29.4,56,Trip Ticket / Cash Prize
ACT004531,EMP193,01-03-2025,Screen-Free Break,Work-Life,Completed,Low,15,10,56.5,43.5,35,Extra Leave Day
ACT004532,EMP194,01-03-2025,Screen-Free Break,Work-Life,Completed,Low,15,3,48.1,51.9,21,Wellness Kit
ACT004533,EMP204,01-03-2025,Ergonomic Stretch Break,Physical,Completed,Medium,26,4,52.6,47.4,34,Extra Leave Day
ACT004534,EMP205,01-03-2025,Screen-Free Break,Work-Life,Skipped,Low,0,10,12,88,20,Gift Voucher
ACT004535,EMP207,01-03-2025,Screen-Free Break,Work-Life,Completed,Low,15,24,73.3,26.7,63,Trip Ticket / Cash Prize
ACT004536,EMP214,01-03-2025,Mindfulness Session,Mental,Completed,Low,20,7,54.4,45.6,34,Extra Leave Day
ACT004537,EMP215,01-03-2025,Guided Meditation,Mental,Skipped,Low,0,12,14.4,85.6,24,Wellness Kit
ACT004538,EMP218,01-03-2025,Reflection Journaling,Mental,Skipped,Medium,0,3,3.6,96.4,6,Gift Voucher
ACT004539,EMP220,01-03-2025,Gratitude Practice,Emotional,Completed,Medium,19.5,11,59.1,40.9,41.5,Gym Membership
ACT004540,EMP224,01-03-2025,Reflection Journaling,Mental,Skipped,Low,0,15,18,82,30,Wellness Kit
ACT004541,EMP226,01-03-2025,Ergonomic Stretch Break,Physical,Skipped,Medium,0,20,24,76,40,Extra Leave Day
ACT004542,EMP229,01-03-2025,Hydration Tracking,Physical,Skipped,Medium,0,15,18,82,30,Wellness Kit
ACT004543,EMP232,01-03-2025,Ergonomic Stretch Break,Physical,Skipped,High,0,0,0,100,0,None
ACT004544,EMP238,01-03-2025,Creative Wellness Workshop,Creative,Skipped,Low,0,9,10.8,89.2,18,Gift Voucher
ACT004545,EMP240,01-03-2025,Breathing Break,Mental,Completed,Medium,26,21,73,27,68,Trip Ticket / Cash Prize
ACT004546,EMP005,02-03-2025,Walking Break,Physical,Skipped,Low,0,25,30,70,50,Gym Membership
ACT004547,EMP007,02-03-2025,Hydration Tracking,Physical,Completed,Medium,26,25,77.8,22.2,76,Trip Ticket / Cash Prize
ACT004548,EMP016,02-03-2025,Breathing Break,Mental,Completed,Medium,26,20,71.8,28.2,66,Trip Ticket / Cash Prize
ACT004549,EMP018,02-03-2025,Gratitude Practice,Emotional,Completed,Low,15,19,67.3,32.7,53,Trip Ticket / Cash Prize
ACT004550,EMP020,02-03-2025,Breathing Break,Mental,Skipped,Low,0,16,19.2,80.8,32,Extra Leave Day
ACT004551,EMP026,02-03-2025,Creative Wellness Workshop,Creative,Completed,Low,10,5,49,51,20,Gift Voucher
ACT004552,EMP027,02-03-2025,Walking Break,Physical,Skipped,Medium,0,21,25.2,74.8,42,Gym Membership
ACT004553,EMP030,02-03-2025,Guided Meditation,Mental,Skipped,High,0,4,4.8,95.2,8,Gift Voucher
ACT004554,EMP041,02-03-2025,Walking Break,Physical,Skipped,High,0,18,21.6,78.4,36,Extra Leave Day
ACT004555,EMP045,02-03-2025,Reflection Journaling,Mental,Completed,Medium,26,1,49,51,28,Wellness Kit
ACT004556,EMP045,02-03-2025,Guided Meditation,Mental,Skipped,Low,0,13,15.6,84.4,26,Wellness Kit
ACT004557,EMP047,02-03-2025,Reflection Journaling,Mental,Completed,Medium,26,1,49,51,28,Wellness Kit
ACT004558,EMP050,02-03-2025,Hydration Tracking,Physical,Skipped,Medium,0,18,21.6,78.4,36,Extra Leave Day
ACT004559,EMP054,02-03-2025,Walking Break,Physical,Skipped,Low,0,3,3.6,96.4,6,Gift Voucher
ACT004560,EMP056,02-03-2025,Walking Break,Physical,Skipped,Medium,0,22,26.4,73.6,44,Gym Membership
ACT004561,EMP057,02-03-2025,Breathing Break,Mental,Completed,Low,20,9,56.8,43.2,38,Extra Leave Day
ACT004562,EMP058,02-03-2025,Screen-Free Break,Work-Life,Completed,Low,15,21,69.7,30.3,57,Trip Ticket / Cash Prize
ACT004563,EMP059,02-03-2025,Creative Wellness Workshop,Creative,Skipped,Low,0,8,9.6,90.4,16,Gift Voucher
ACT004564,EMP063,02-03-2025,Creative Wellness Workshop,Creative,Skipped,High,0,10,12,88,20,Gift Voucher
ACT004565,EMP066,02-03-2025,Ergonomic Stretch Break,Physical,Completed,Low,20,11,59.2,40.8,42,Gym Membership
ACT004566,EMP071,02-03-2025,Mindfulness Session,Mental,Completed,Low,20,15,64,36,50,Gym Membership
ACT004567,EMP079,02-03-2025,Hydration Tracking,Physical,Completed,Low,20,12,60.4,39.6,44,Gym Membership
ACT004568,EMP083,02-03-2025,Gratitude Practice,Emotional,Skipped,High,0,11,13.2,86.8,22,Wellness Kit
ACT004569,EMP086,02-03-2025,Reflection Journaling,Mental,Completed,High,32,14,66.4,33.6,60,Trip Ticket / Cash Prize
ACT004570,EMP088,02-03-2025,Screen-Free Break,Work-Life,Skipped,High,0,17,20.4,79.6,34,Extra Leave Day
ACT004571,EMP098,02-03-2025,Ergonomic Stretch Break,Physical,Skipped,Medium,0,11,13.2,86.8,22,Wellness Kit
ACT004572,EMP098,02-03-2025,Creative Wellness Workshop,Creative,Completed,High,16,25,74.8,25.2,66,Trip Ticket / Cash Prize
ACT004573,EMP103,02-03-2025,Hydration Tracking,Physical,Completed,Medium,26,19,70.6,29.4,64,Trip Ticket / Cash Prize
ACT004574,EMP104,02-03-2025,Reflection Journaling,Mental,Skipped,Medium,0,13,15.6,84.4,26,Wellness Kit
ACT004575,EMP104,02-03-2025,Walking Break,Physical,Completed,Low,20,20,70,30,60,Trip Ticket / Cash Prize
ACT004576,EMP105,02-03-2025,Reflection Journaling,Mental,Completed,Low,20,17,66.4,33.6,54,Trip Ticket / Cash Prize
ACT004577,EMP107,02-03-2025,Mindfulness Session,Mental,Completed,Low,20,0,46,54,20,Gift Voucher
ACT004578,EMP108,02-03-2025,Creative Wellness Workshop,Creative,Completed,Medium,13,6,51.1,48.9,25,Wellness Kit
ACT004579,EMP109,02-03-2025,Hydration Tracking,Physical,Completed,Medium,26,5,53.8,46.2,36,Extra Leave Day
ACT004580,EMP114,02-03-2025,Guided Meditation,Mental,Skipped,Low,0,4,4.8,95.2,8,Gift Voucher
ACT004581,EMP118,02-03-2025,Reflection Journaling,Mental,Completed,Low,20,3,49.6,50.4,26,Wellness Kit
ACT004582,EMP120,02-03-2025,Mindfulness Session,Mental,Completed,Low,20,1,47.2,52.8,22,Wellness Kit
ACT004583,EMP121,02-03-2025,Walking Break,Physical,Completed,Low,20,21,71.2,28.8,62,Trip Ticket / Cash Prize
ACT004584,EMP135,02-03-2025,Gratitude Practice,Emotional,Skipped,Low,0,22,26.4,73.6,44,Gym Membership
ACT004585,EMP145,02-03-2025,Creative Wellness Workshop,Creative,Skipped,Low,0,7,8.4,91.6,14,Gift Voucher
ACT004586,EMP150,02-03-2025,Guided Meditation,Mental,Completed,High,32,1,50.8,49.2,34,Extra Leave Day
ACT004587,EMP151,02-03-2025,Guided Meditation,Mental,Completed,Medium,26,4,52.6,47.4,34,Extra Leave Day
ACT004588,EMP152,02-03-2025,Guided Meditation,Mental,Completed,Low,20,1,47.2,52.8,22,Wellness Kit
ACT004589,EMP156,02-03-2025,Ergonomic Stretch Break,Physical,Completed,Medium,26,7,56.2,43.8,40,Extra Leave Day
ACT004590,EMP157,02-03-2025,Screen-Free Break,Work-Life,Skipped,Medium,0,3,3.6,96.4,6,Gift Voucher
ACT004591,EMP158,02-03-2025,Walking Break,Physical,Completed,Medium,26,15,65.8,34.2,56,Trip Ticket / Cash Prize
ACT004592,EMP160,02-03-2025,Walking Break,Physical,Completed,Medium,26,22,74.2,25.8,70,Trip Ticket / Cash Prize
ACT004593,EMP162,02-03-2025,Screen-Free Break,Work-Life,Completed,Low,15,4,49.3,50.7,23,Wellness Kit
ACT004594,EMP163,02-03-2025,Hydration Tracking,Physical,Skipped,Low,0,23,27.6,72.4,46,Gym Membership
ACT004595,EMP164,02-03-2025,Gratitude Practice,Emotional,Skipped,Medium,0,11,13.2,86.8,22,Wellness Kit
ACT004596,EMP166,02-03-2025,Ergonomic Stretch Break,Physical,Completed,Medium,26,1,49,51,28,Wellness Kit
ACT004597,EMP168,02-03-2025,Hydration Tracking,Physical,Completed,Low,20,4,50.8,49.2,28,Wellness Kit
ACT004598,EMP183,02-03-2025,Hydration Tracking,Physical,Completed,Low,20,25,76,24,70,Trip Ticket / Cash Prize
ACT004599,EMP184,02-03-2025,Screen-Free Break,Work-Life,Completed,Low,15,16,63.7,36.3,47,Gym Membership
ACT004600,EMP185,02-03-2025,Breathing Break,Mental,Completed,Low,20,7,54.4,45.6,34,Extra Leave Day
ACT004601,EMP195,02-03-2025,Hydration Tracking,Physical,Completed,High,32,22,76,24,76,Trip Ticket / Cash Prize
ACT004602,EMP198,02-03-2025,Breathing Break,Mental,Completed,Low,20,16,65.2,34.8,52,Trip Ticket / Cash Prize
ACT004603,EMP211,02-03-2025,Creative Wellness Workshop,Creative,Completed,Low,10,9,53.8,46.2,28,Wellness Kit
ACT004604,EMP212,02-03-2025,Hydration Tracking,Physical,Completed,Low,20,4,50.8,49.2,28,Wellness Kit
